Amplification Plots		
		
A1, Repl. 1, 01_3E4_3uL_  Qty or , FAM	Cycles	Fluorescence (dRn)
B4, Repl. 10, 10_FNE002_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00495
	2	0.00232
	3	-0.00099
	4	-0.00127
	5	0.0015
	6	0.00288
	7	0.00157
	8	-0.00175
	9	-0.00469
	10	-0.00156
	11	0.00173
	12	-0.00127
	13	-0.00143
	14	0.00112
	15	0.00111
	16	0.00171
	17	0.00157
	18	-0.00141
	19	-0.00179
	20	0.00049
	21	0.00186
	22	-0.00015
	23	-0.00395
	24	-0.003
	25	-0.00012
	26	0.00157
	27	0.00396
	28	0.01049
	29	0.0241
	30	0.04889
	31	0.08952
	32	0.14371
	33	0.21857
	34	0.31362
	35	0.41457
	36	0.51796
	37	0.61809
	38	0.71655
	39	0.81688
	40	0.91962
	41	1.01833
	42	1.10071
	43	1.17508
	44	1.24434
	45	1.31176
	46	1.36448
	47	1.40859
	48	1.45545
	49	1.49695
	50	1.54007
B5, Repl. 10, 10_FNE002_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00736
	2	0.00554
	3	0.00209
	4	0.00056
	5	0.00282
	6	0.00439
	7	0.00238
	8	-0.00138
	9	-0.00378
	10	-0.00246
	11	-0.0016
	12	-0.00342
	13	-0.00462
	14	-0.00445
	15	-0.00286
	16	-0.00081
	17	-0.00014
	18	-0.0022
	19	-0.00221
	20	0.00023
	21	0.00036
	22	0
	23	-0.0002
	24	0.00064
	25	0.00296
	26	0.0036
	27	0.00457
	28	0.01121
	29	0.02454
	30	0.04838
	31	0.0859
	32	0.13879
	33	0.20897
	34	0.2955
	35	0.38868
	36	0.48105
	37	0.57485
	38	0.67132
	39	0.76555
	40	0.86002
	41	0.94856
	42	1.02378
	43	1.09635
	44	1.16946
	45	1.23215
	46	1.27684
	47	1.32994
	48	1.38828
	49	1.42909
	50	1.46925
B6, Repl. 10, 10_FNE002_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01809
	2	0.01331
	3	0.0066
	4	0.00161
	5	0.00168
	6	0.00441
	7	0.00433
	8	0.00113
	9	-0.00107
	10	0.00074
	11	0.00166
	12	-0.00126
	13	-0.00408
	14	-0.00487
	15	-0.00245
	16	0.00018
	17	-0.00125
	18	-0.00524
	19	-0.00592
	20	-0.00454
	21	-0.00205
	22	0.00064
	23	-0.00007
	24	0.00185
	25	0.00485
	26	0.00514
	27	0.00458
	28	0.00833
	29	0.02149
	30	0.04306
	31	0.07483
	32	0.12003
	33	0.18589
	34	0.27103
	35	0.36191
	36	0.45554
	37	0.54977
	38	0.64407
	39	0.7388
	40	0.8313
	41	0.91955
	42	0.99799
	43	1.07026
	44	1.14275
	45	1.20368
	46	1.24947
	47	1.29898
	48	1.35323
	49	1.4003
	50	1.44563
B7, Repl. 10, 10_FNE002_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00022
	2	-0.00067
	3	-0.00185
	4	-0.00122
	5	0.00046
	6	0.00376
	7	0.00357
	8	-0.00068
	9	-0.00379
	10	-0.00268
	11	-0.0011
	12	-0.0009
	13	-0.00077
	14	-0.00059
	15	0.00038
	16	0.00034
	17	-0.00103
	18	-0.0023
	19	-0.00004
	20	0.00232
	21	0.00406
	22	0.00188
	23	-0.00136
	24	-0.00082
	25	-0.00105
	26	-0.00097
	27	0.00133
	28	0.00629
	29	0.01857
	30	0.04268
	31	0.07792
	32	0.1273
	33	0.19718
	34	0.2828
	35	0.37258
	36	0.46388
	37	0.55946
	38	0.65729
	39	0.74732
	40	0.83533
	41	0.91687
	42	0.99242
	43	1.06513
	44	1.13226
	45	1.1964
	46	1.24496
	47	1.28716
	48	1.33685
	49	1.38052
	50	1.4188
B8, Repl. 10, 10_FNE002_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00489
	2	-0.00625
	3	-0.00706
	4	-0.00495
	5	-0.00257
	6	0.0007
	7	0.00223
	8	-0.00063
	9	-0.00338
	10	-0.00211
	11	-0.00106
	12	-0.00148
	13	0.0001
	14	0.0026
	15	0.00254
	16	0.00258
	17	0.00248
	18	-0.00137
	19	-0.00151
	20	-0.00049
	21	0.00064
	22	0.00333
	23	-0.00043
	24	-0.00505
	25	-0.0033
	26	0.00081
	27	0.00283
	28	0.00725
	29	0.02213
	30	0.04725
	31	0.08426
	32	0.13559
	33	0.2051
	34	0.29389
	35	0.39137
	36	0.48851
	37	0.58458
	38	0.68557
	39	0.78426
	40	0.87875
	41	0.96646
	42	1.0414
	43	1.11474
	44	1.18819
	45	1.25081
	46	1.29757
	47	1.34432
	48	1.39275
	49	1.43242
	50	1.47083
B9, Repl. 10, 10_FNE002_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00612
	2	0.005
	3	0.00361
	4	0.00303
	5	0.00422
	6	0.0037
	7	-0.00047
	8	-0.00287
	9	-0.00311
	10	-0.00136
	11	0.00126
	12	0.00024
	13	-0.00431
	14	-0.00589
	15	-0.00167
	16	-0.0012
	17	-0.0033
	18	-0.00385
	19	-0.00616
	20	-0.00474
	21	-0.00084
	22	-0.00075
	23	-0.00375
	24	-0.00184
	25	0.00426
	26	0.00857
	27	0.01222
	28	0.01766
	29	0.03084
	30	0.05294
	31	0.08731
	32	0.13868
	33	0.21137
	34	0.30036
	35	0.39409
	36	0.49368
	37	0.59045
	38	0.68479
	39	0.78273
	40	0.88013
	41	0.97323
	42	1.05779
	43	1.13218
	44	1.19992
	45	1.26671
	46	1.32691
	47	1.38022
	48	1.42618
	49	1.4644
	50	1.50364
C4, Repl. 11, 11_FNE003_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00867
	2	0.00575
	3	0.00338
	4	0.00108
	5	-0.00127
	6	-0.00337
	7	-0.0004
	8	0.00295
	9	0.00227
	10	0.00029
	11	-0.00258
	12	-0.00257
	13	0.00012
	14	0.00197
	15	0.00326
	16	0.0025
	17	0.00064
	18	-0.00131
	19	-0.00014
	20	0.00112
	21	0
	22	-0.00193
	23	-0.00297
	24	-0.00329
	25	-0.00296
	26	0.00199
	27	0.0046
	28	0.00944
	29	0.02283
	30	0.04378
	31	0.08182
	32	0.13972
	33	0.21682
	34	0.3098
	35	0.41166
	36	0.51685
	37	0.62166
	38	0.72632
	39	0.83056
	40	0.92764
	41	1.0168
	42	1.1012
	43	1.17802
	44	1.25182
	45	1.31872
	46	1.38171
	47	1.4364
	48	1.47622
	49	1.51654
	50	1.56021
C5, Repl. 11, 11_FNE003_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00242
	2	0.00344
	3	0.00294
	4	-0.00092
	5	-0.00106
	6	0.00074
	7	0.00269
	8	0.00287
	9	-0.00079
	10	-0.00348
	11	-0.00338
	12	-0.00216
	13	-0.00114
	14	0.00046
	15	0.0018
	16	0.00152
	17	-0.00032
	18	-0.00241
	19	-0.00146
	20	-0.00084
	21	-0.00247
	22	-0.00162
	23	-0.00311
	24	-0.00447
	25	-0.00278
	26	0.00167
	27	0.00511
	28	0.00919
	29	0.01833
	30	0.03668
	31	0.07587
	32	0.13179
	33	0.20236
	34	0.28933
	35	0.38805
	36	0.49569
	37	0.59865
	38	0.69918
	39	0.80614
	40	0.90407
	41	0.99243
	42	1.07766
	43	1.15366
	44	1.22549
	45	1.2942
	46	1.35092
	47	1.40265
	48	1.44827
	49	1.4866
	50	1.52693
C6, Repl. 11, 11_FNE003_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00307
	2	-0.0015
	3	0.00001
	4	0.00054
	5	0.00205
	6	0.00141
	7	0.00057
	8	0.00046
	9	0.00058
	10	0.00116
	11	0.00002
	12	-0.00026
	13	-0.00029
	14	0.00005
	15	0.00104
	16	-0.00113
	17	-0.00219
	18	-0.00382
	19	-0.00185
	20	0.0019
	21	0.00006
	22	-0.00377
	23	-0.0045
	24	-0.00115
	25	0.00076
	26	0.00289
	27	0.00696
	28	0.01331
	29	0.02409
	30	0.04531
	31	0.08277
	32	0.13775
	33	0.2079
	34	0.29396
	35	0.39192
	36	0.49754
	37	0.59923
	38	0.69621
	39	0.79893
	40	0.89579
	41	0.98447
	42	1.06701
	43	1.139
	44	1.20645
	45	1.27696
	46	1.34499
	47	1.39458
	48	1.4326
	49	1.47494
	50	1.51804
C7, Repl. 11, 11_FNE003_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01404
	2	0.00831
	3	0.00392
	4	0.00444
	5	0.00276
	6	0.00028
	7	0.00074
	8	-0.00107
	9	-0.00232
	10	-0.00221
	11	-0.0023
	12	-0.00171
	13	-0.00242
	14	-0.00161
	15	-0.00171
	16	-0.00432
	17	-0.00424
	18	-0.00339
	19	-0.00504
	20	-0.0063
	21	-0.00518
	22	-0.00312
	23	-0.00255
	24	-0.00107
	25	0.00311
	26	0.01082
	27	0.01618
	28	0.01979
	29	0.03447
	30	0.05915
	31	0.09606
	32	0.15216
	33	0.22753
	34	0.31634
	35	0.40986
	36	0.50875
	37	0.60669
	38	0.69991
	39	0.79475
	40	0.88718
	41	0.9725
	42	1.05491
	43	1.12514
	44	1.1889
	45	1.25584
	46	1.3131
	47	1.36101
	48	1.40536
	49	1.4447
	50	1.48157
C8, Repl. 11, 11_FNE003_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01686
	2	0.01453
	3	0.0117
	4	0.00879
	5	0.00503
	6	0.0037
	7	0.00185
	8	0.0009
	9	0.00089
	10	-0.00064
	11	-0.0014
	12	-0.00262
	13	-0.004
	14	-0.00213
	15	-0.00021
	16	-0.00113
	17	-0.00226
	18	-0.00122
	19	-0.00031
	20	-0.00199
	21	-0.00315
	22	-0.00323
	23	-0.00268
	24	0.0001
	25	0.00202
	26	0.00419
	27	0.0083
	28	0.01315
	29	0.02493
	30	0.04629
	31	0.08325
	32	0.13832
	33	0.20978
	34	0.29776
	35	0.39937
	36	0.50684
	37	0.60969
	38	0.71363
	39	0.8172
	40	0.91359
	41	1.00406
	42	1.08838
	43	1.16437
	44	1.23431
	45	1.29922
	46	1.3527
	47	1.40499
	48	1.45343
	49	1.49759
	50	1.5455
C9, Repl. 11, 11_FNE003_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00027
	2	-0.00043
	3	-0.00088
	4	0.00015
	5	0.00004
	6	0
	7	0.00035
	8	-0.00039
	9	0.00059
	10	0.00076
	11	-0.00056
	12	-0.00112
	13	-0.00207
	14	-0.00046
	15	0.00226
	16	0.00398
	17	0.00152
	18	-0.00087
	19	0.00072
	20	0.00093
	21	-0.00153
	22	-0.00176
	23	-0.00027
	24	-0.00115
	25	-0.00108
	26	-0.00035
	27	0.00165
	28	0.00644
	29	0.01764
	30	0.04095
	31	0.07583
	32	0.12935
	33	0.20536
	34	0.29508
	35	0.39482
	36	0.50088
	37	0.60284
	38	0.70714
	39	0.81372
	40	0.91118
	41	0.99834
	42	1.08055
	43	1.15662
	44	1.22505
	45	1.29146
	46	1.34837
	47	1.39887
	48	1.44834
	49	1.4918
	50	1.53438
D4, Repl. 12, 12_FNE004_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00461
	2	0.00147
	3	0.00202
	4	0.00112
	5	0.00059
	6	-0.00091
	7	0.00066
	8	0.00149
	9	-0.00475
	10	-0.00599
	11	-0.00134
	12	-0.00081
	13	-0.00186
	14	0.00096
	15	0.00737
	16	0.01269
	17	0.02398
	18	0.05035
	19	0.09284
	20	0.154
	21	0.23129
	22	0.32125
	23	0.41767
	24	0.52342
	25	0.63504
	26	0.74199
	27	0.84727
	28	0.94805
	29	1.0421
	30	1.13859
	31	1.22631
	32	1.29835
	33	1.37159
	34	1.44125
	35	1.50626
	36	1.57213
	37	1.62611
	38	1.66513
	39	1.70724
	40	1.74872
	41	1.78191
	42	1.81119
	43	1.8343
	44	1.85251
	45	1.87811
	46	1.89999
	47	1.90787
	48	1.91129
	49	1.91938
	50	1.93205
D5, Repl. 12, 12_FNE004_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00591
	2	0.00199
	3	0.00119
	4	-0.00019
	5	-0.00015
	6	-0.00165
	7	-0.00064
	8	0.00189
	9	-0.00068
	10	-0.00282
	11	-0.00128
	12	-0.00028
	13	-0.0024
	14	-0.00096
	15	0.00597
	16	0.01246
	17	0.02523
	18	0.04964
	19	0.09135
	20	0.15557
	21	0.23258
	22	0.32158
	23	0.42402
	24	0.53515
	25	0.64681
	26	0.75385
	27	0.85956
	28	0.95677
	29	1.04726
	30	1.13914
	31	1.2248
	32	1.30263
	33	1.37436
	34	1.44054
	35	1.49926
	36	1.55656
	37	1.60849
	38	1.64896
	39	1.68389
	40	1.72222
	41	1.75854
	42	1.78572
	43	1.81132
	44	1.83066
	45	1.84994
	46	1.86562
	47	1.8748
	48	1.88122
	49	1.88622
	50	1.89378
D6, Repl. 12, 12_FNE004_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0208
	2	0.01333
	3	0.00964
	4	0.00753
	5	0.00518
	6	0.00166
	7	0.00138
	8	0.00189
	9	-0.00183
	10	-0.00357
	11	-0.00138
	12	-0.00079
	13	-0.00122
	14	0.00002
	15	0.00385
	16	0.00936
	17	0.02108
	18	0.04584
	19	0.08565
	20	0.14335
	21	0.21631
	22	0.30076
	23	0.39482
	24	0.49543
	25	0.5959
	26	0.69451
	27	0.79284
	28	0.88561
	29	0.97226
	30	1.05941
	31	1.1409
	32	1.21689
	33	1.28753
	34	1.3542
	35	1.41751
	36	1.47531
	37	1.52437
	38	1.5612
	39	1.60613
	40	1.64915
	41	1.6806
	42	1.70718
	43	1.72715
	44	1.74734
	45	1.77618
	46	1.79743
	47	1.81123
	48	1.82278
	49	1.83033
	50	1.84166
D7, Repl. 12, 12_FNE004_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00033
	2	-0.00053
	3	-0.00129
	4	-0.00048
	5	0.00133
	6	0.00106
	7	0.00206
	8	0.00155
	9	-0.00244
	10	-0.00325
	11	0.00103
	12	0.00191
	13	-0.00058
	14	-0.00037
	15	0.00591
	16	0.01321
	17	0.02594
	18	0.05055
	19	0.08739
	20	0.1433
	21	0.2146
	22	0.29919
	23	0.39101
	24	0.48943
	25	0.59113
	26	0.687
	27	0.78074
	28	0.86949
	29	0.9546
	30	1.0407
	31	1.12163
	32	1.19795
	33	1.26749
	34	1.33454
	35	1.39411
	36	1.44752
	37	1.49884
	38	1.541
	39	1.58363
	40	1.62659
	41	1.65902
	42	1.68182
	43	1.7034
	44	1.72769
	45	1.76102
	46	1.78056
	47	1.78734
	48	1.79532
	49	1.80395
	50	1.81674
D8, Repl. 12, 12_FNE004_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00415
	2	-0.00786
	3	-0.00634
	4	-0.00236
	5	-0.00192
	6	-0.00359
	7	-0.00118
	8	0.0027
	9	0.00166
	10	-0.00123
	11	-0.00121
	12	-0.00059
	13	-0.00228
	14	-0.00209
	15	0.00423
	16	0.01076
	17	0.02057
	18	0.0471
	19	0.09293
	20	0.15544
	21	0.23164
	22	0.32007
	23	0.42198
	24	0.52994
	25	0.63641
	26	0.74292
	27	0.84895
	28	0.94533
	29	1.03699
	30	1.13093
	31	1.21153
	32	1.29159
	33	1.36916
	34	1.43687
	35	1.50124
	36	1.56204
	37	1.61342
	38	1.65256
	39	1.69278
	40	1.7372
	41	1.77361
	42	1.7998
	43	1.8252
	44	1.843
	45	1.86603
	46	1.88587
	47	1.89354
	48	1.89697
	49	1.904
	50	1.91685
D9, Repl. 12, 12_FNE004_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00309
	2	0.00135
	3	0.00316
	4	0.0043
	5	-0.00047
	6	-0.00262
	7	-0.00142
	8	-0.00281
	9	-0.00299
	10	-0.00233
	11	-0.00198
	12	-0.00239
	13	-0.00063
	14	0.00234
	15	0.00647
	16	0.01355
	17	0.02879
	18	0.05824
	19	0.10255
	20	0.16479
	21	0.24712
	22	0.34098
	23	0.44394
	24	0.55823
	25	0.67438
	26	0.78793
	27	0.89603
	28	0.99496
	29	1.0908
	30	1.18209
	31	1.27081
	32	1.35741
	33	1.43033
	34	1.49152
	35	1.55344
	36	1.6143
	37	1.65939
	38	1.70055
	39	1.74734
	40	1.78631
	41	1.82035
	42	1.85102
	43	1.86911
	44	1.88784
	45	1.92014
	46	1.94412
	47	1.95087
	48	1.95619
	49	1.96237
	50	1.96806
E4, Repl. 13, 13_FNE005_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00821
	2	0.00345
	3	0.00104
	4	-0.00012
	5	-0.00212
	6	-0.00168
	7	0.0035
	8	0.00229
	9	-0.00185
	10	-0.00422
	11	-0.00486
	12	-0.00366
	13	-0.00172
	14	0.00241
	15	0.00755
	16	0.01594
	17	0.03244
	18	0.06152
	19	0.11124
	20	0.17942
	21	0.26409
	22	0.36617
	23	0.47666
	24	0.58582
	25	0.69047
	26	0.79673
	27	0.90154
	28	0.99978
	29	1.09404
	30	1.1822
	31	1.26434
	32	1.33875
	33	1.4101
	34	1.48062
	35	1.54804
	36	1.61096
	37	1.65525
	38	1.69492
	39	1.73436
	40	1.76936
	41	1.80398
	42	1.83273
	43	1.86228
	44	1.88657
	45	1.90275
	46	1.91405
	47	1.92347
	48	1.93727
	49	1.95015
	50	1.96045
E5, Repl. 13, 13_FNE005_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01522
	2	0.00846
	3	0.00804
	4	0.00605
	5	0.00116
	6	-0.00088
	7	-0.00075
	8	0.00002
	9	0.00119
	10	-0.00005
	11	-0.0003
	12	-0.00063
	13	-0.0019
	14	0.00213
	15	0.00998
	16	0.0192
	17	0.03819
	18	0.06664
	19	0.10876
	20	0.17492
	21	0.25853
	22	0.35267
	23	0.44993
	24	0.5487
	25	0.64983
	26	0.751
	27	0.85256
	28	0.94633
	29	1.03554
	30	1.12298
	31	1.2043
	32	1.28132
	33	1.35198
	34	1.41647
	35	1.48246
	36	1.54222
	37	1.58647
	38	1.63776
	39	1.68425
	40	1.71495
	41	1.75258
	42	1.79005
	43	1.82256
	44	1.84289
	45	1.86021
	46	1.88081
	47	1.89398
	48	1.90141
	49	1.90862
	50	1.91872
E6, Repl. 13, 13_FNE005_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00101
	2	-0.0006
	3	0.00134
	4	0.00141
	5	0.00033
	6	0.00087
	7	-0.00119
	8	-0.00172
	9	0.00016
	10	-0.00068
	11	-0.00073
	12	-0.00173
	13	-0.00208
	14	0.00119
	15	0.00341
	16	0.01172
	17	0.02797
	18	0.05431
	19	0.10156
	20	0.16899
	21	0.25125
	22	0.34693
	23	0.44988
	24	0.55634
	25	0.66259
	26	0.76576
	27	0.86951
	28	0.96855
	29	1.06215
	30	1.14755
	31	1.22765
	32	1.30421
	33	1.3717
	34	1.4426
	35	1.51261
	36	1.57154
	37	1.61835
	38	1.66134
	39	1.70432
	40	1.73921
	41	1.76725
	42	1.79381
	43	1.82204
	44	1.84275
	45	1.85418
	46	1.86311
	47	1.87854
	48	1.89241
	49	1.89358
	50	1.89352
E7, Repl. 13, 13_FNE005_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00394
	2	0.00252
	3	0.00118
	4	0.0013
	5	-0.00108
	6	-0.00145
	7	-0.00013
	8	-0.00174
	9	-0.00131
	10	-0.00272
	11	-0.0025
	12	0.00003
	13	0.00143
	14	0.00448
	15	0.00864
	16	0.01867
	17	0.03742
	18	0.06641
	19	0.11209
	20	0.1747
	21	0.25353
	22	0.3433
	23	0.44083
	24	0.54092
	25	0.64029
	26	0.74207
	27	0.83908
	28	0.93324
	29	1.02525
	30	1.10649
	31	1.18149
	32	1.25246
	33	1.31391
	34	1.38433
	35	1.45622
	36	1.51373
	37	1.55896
	38	1.60038
	39	1.64521
	40	1.68309
	41	1.71838
	42	1.74959
	43	1.77593
	44	1.79966
	45	1.82193
	46	1.83425
	47	1.84353
	48	1.85861
	49	1.86843
	50	1.87767
E8, Repl. 13, 13_FNE005_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.02892
	2	0.02361
	3	0.01793
	4	0.01151
	5	0.0073
	6	0.00666
	7	0.00569
	8	0.00203
	9	-0.00169
	10	-0.00454
	11	-0.00462
	12	-0.0023
	13	-0.00125
	14	0.00096
	15	0.00572
	16	0.01377
	17	0.03081
	18	0.06114
	19	0.10906
	20	0.17429
	21	0.25854
	22	0.3532
	23	0.45546
	24	0.56632
	25	0.67174
	26	0.77062
	27	0.86908
	28	0.96497
	29	1.05535
	30	1.13798
	31	1.21553
	32	1.29167
	33	1.36237
	34	1.42885
	35	1.49425
	36	1.55192
	37	1.59644
	38	1.6415
	39	1.68189
	40	1.71189
	41	1.74353
	42	1.77591
	43	1.80175
	44	1.81865
	45	1.83845
	46	1.85527
	47	1.86766
	48	1.88101
	49	1.88845
	50	1.89426
E9, Repl. 13, 13_FNE005_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01193
	2	0.00515
	3	0.00279
	4	0.00187
	5	-0.00238
	6	-0.00241
	7	0.00226
	8	0.00239
	9	-0.00017
	10	-0.00264
	11	-0.00441
	12	-0.00363
	13	-0.00129
	14	0.00195
	15	0.00567
	16	0.01368
	17	0.03024
	18	0.05956
	19	0.11007
	20	0.18131
	21	0.26856
	22	0.3713
	23	0.48197
	24	0.59212
	25	0.69757
	26	0.80238
	27	0.90908
	28	1.00767
	29	1.10221
	30	1.18992
	31	1.26579
	32	1.33992
	33	1.40962
	34	1.47597
	35	1.54887
	36	1.61235
	37	1.65006
	38	1.68722
	39	1.72903
	40	1.76142
	41	1.79247
	42	1.82204
	43	1.85125
	44	1.87619
	45	1.88497
	46	1.8935
	47	1.91137
	48	1.92525
	49	1.93312
	50	1.94107
F4, Repl. 14, 14_FNE006_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01525
	2	0.01202
	3	0.00663
	4	0.00504
	5	0.00591
	6	0.00608
	7	0.00283
	8	-0.00251
	9	-0.00234
	10	0.00156
	11	0.00136
	12	-0.00089
	13	-0.00156
	14	0.00156
	15	0.00685
	16	0.01624
	17	0.03126
	18	0.05481
	19	0.0979
	20	0.16011
	21	0.23811
	22	0.32733
	23	0.42943
	24	0.54007
	25	0.64839
	26	0.75527
	27	0.85548
	28	0.95341
	29	1.05285
	30	1.14638
	31	1.22674
	32	1.29794
	33	1.37467
	34	1.44652
	35	1.50901
	36	1.56884
	37	1.62353
	38	1.67309
	39	1.70994
	40	1.7445
	41	1.78217
	42	1.80776
	43	1.82804
	44	1.85525
	45	1.8752
	46	1.89016
	47	1.91065
	48	1.91903
	49	1.92094
	50	1.92722
F5, Repl. 14, 14_FNE006_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01031
	2	0.00689
	3	0.00514
	4	0.00469
	5	0.00233
	6	0.00056
	7	-0.00041
	8	-0.00275
	9	-0.00119
	10	0.00254
	11	0.00047
	12	-0.00291
	13	-0.00243
	14	0.00032
	15	0.00347
	16	0.01057
	17	0.02471
	18	0.05341
	19	0.0988
	20	0.15977
	21	0.23775
	22	0.32676
	23	0.43165
	24	0.54488
	25	0.65357
	26	0.76129
	27	0.86657
	28	0.96643
	29	1.06188
	30	1.14946
	31	1.23038
	32	1.30249
	33	1.36959
	34	1.42979
	35	1.48664
	36	1.55044
	37	1.60126
	38	1.64082
	39	1.67938
	40	1.71154
	41	1.74477
	42	1.77137
	43	1.79438
	44	1.81637
	45	1.82418
	46	1.83401
	47	1.85876
	48	1.87064
	49	1.87459
	50	1.88747
F6, Repl. 14, 14_FNE006_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01858
	2	0.01037
	3	0.00294
	4	0.00019
	5	0.00047
	6	-0.00058
	7	-0.00057
	8	-0.0002
	9	-0.00163
	10	-0.00062
	11	-0.00257
	12	-0.00286
	13	-0.00038
	14	0.00166
	15	0.00415
	16	0.00989
	17	0.02185
	18	0.04666
	19	0.0922
	20	0.15273
	21	0.22513
	22	0.31116
	23	0.40896
	24	0.50972
	25	0.61004
	26	0.71088
	27	0.80901
	28	0.90195
	29	0.99416
	30	1.08011
	31	1.15531
	32	1.22739
	33	1.29527
	34	1.35845
	35	1.4174
	36	1.47027
	37	1.51991
	38	1.56773
	39	1.60899
	40	1.64611
	41	1.67927
	42	1.7027
	43	1.7246
	44	1.75155
	45	1.76956
	46	1.78236
	47	1.80102
	48	1.81033
	49	1.81886
	50	1.83293
F7, Repl. 14, 14_FNE006_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0016
	2	0.00103
	3	-0.00027
	4	0.00096
	5	0.0005
	6	-0.00015
	7	-0.00048
	8	-0.0021
	9	-0.00214
	10	0.00042
	11	0.00164
	12	0.00045
	13	-0.00088
	14	-0.00115
	15	0.00219
	16	0.00976
	17	0.02151
	18	0.04465
	19	0.08859
	20	0.15254
	21	0.22726
	22	0.31277
	23	0.40615
	24	0.50293
	25	0.6047
	26	0.70086
	27	0.79575
	28	0.88974
	29	0.97793
	30	1.06298
	31	1.1363
	32	1.20722
	33	1.27758
	34	1.34263
	35	1.40081
	36	1.45218
	37	1.50284
	38	1.54933
	39	1.59218
	40	1.63208
	41	1.67582
	42	1.70314
	43	1.71384
	44	1.73504
	45	1.75882
	46	1.78466
	47	1.80148
	48	1.80171
	49	1.81087
	50	1.82518
F8, Repl. 14, 14_FNE006_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00402
	2	0.0016
	3	-0.00031
	4	-0.00083
	5	0.00092
	6	0.00163
	7	-0.00002
	8	-0.00254
	9	-0.0012
	10	0.0012
	11	-0.00046
	12	-0.00238
	13	-0.00194
	14	0.0001
	15	0.00423
	16	0.01245
	17	0.02403
	18	0.04946
	19	0.0938
	20	0.15511
	21	0.22953
	22	0.31763
	23	0.41744
	24	0.51922
	25	0.62558
	26	0.73211
	27	0.83237
	28	0.93213
	29	1.02766
	30	1.11312
	31	1.19038
	32	1.26341
	33	1.33619
	34	1.40413
	35	1.4637
	36	1.51899
	37	1.56982
	38	1.62051
	39	1.66631
	40	1.70427
	41	1.74385
	42	1.77118
	43	1.78842
	44	1.81398
	45	1.83442
	46	1.84909
	47	1.86602
	48	1.87098
	49	1.87469
	50	1.88457
F9, Repl. 14, 14_FNE006_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01823
	2	0.01152
	3	0.00927
	4	0.00806
	5	0.00796
	6	0.00674
	7	0.00321
	8	-0.00064
	9	-0.00178
	10	0.001
	11	-0.00045
	12	-0.00312
	13	-0.00188
	14	-0.00062
	15	0.00428
	16	0.01503
	17	0.02896
	18	0.0546
	19	0.09911
	20	0.16275
	21	0.24116
	22	0.33222
	23	0.43624
	24	0.54655
	25	0.65779
	26	0.76291
	27	0.86743
	28	0.97266
	29	1.07111
	30	1.15815
	31	1.23457
	32	1.30822
	33	1.37529
	34	1.44034
	35	1.50285
	36	1.55825
	37	1.60842
	38	1.65351
	39	1.69657
	40	1.73377
	41	1.76802
	42	1.79119
	43	1.8098
	44	1.83792
	45	1.86134
	46	1.87815
	47	1.89549
	48	1.90222
	49	1.90469
	50	1.91411
G4, Repl. 15, 15_FNE007_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.02406
	2	0.01073
	3	0.00548
	4	0.00604
	5	0.00675
	6	-0.00016
	7	-0.00444
	8	-0.00376
	9	-0.00535
	10	-0.00514
	11	-0.00522
	12	-0.00133
	13	0.00481
	14	0.00013
	15	-0.00322
	16	0.00132
	17	0.00029
	18	-0.00063
	19	0.00154
	20	0.00452
